rownum,year,type,url
360,1994,f990-schedule-a,https://www.irs.gov/pub/irs-prior/f990sa--1994.pdf
361,1993,f990-schedule-a,https://www.irs.gov/pub/irs-prior/f990sa--1993.pdf
362,1992,f990-schedule-a,https://www.irs.gov/pub/irs-prior/f990sa--1992.pdf
363,1991,f990-schedule-a,https://www.irs.gov/pub/irs-prior/f990sa--1991.pdf
364,1990,f990-schedule-a,https://www.irs.gov/pub/irs-prior/f990sa--1990.pdf
365,1974,f990-p-schedule-a,https://www.irs.gov/pub/irs-prior/f990psa--1974.pdf
366,1973,f990-p-schedule-a,https://www.irs.gov/pub/irs-prior/f990psa--1973.pdf
367,1972,f990-p-schedule-a,https://www.irs.gov/pub/irs-prior/f990psa--1972.pdf
368,1971,f990-p-schedule-a,https://www.irs.gov/pub/irs-prior/f990psa--1971.pdf
369,2022,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2022.pdf
370,2021,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2021.pdf
371,2020,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2020.pdf
372,2019,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2019.pdf
373,2018,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2018.pdf
374,2017,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2017.pdf
375,2016,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2016.pdf
376,2015,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2015.pdf
377,2014,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2014.pdf
378,2013,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2013.pdf
379,2012,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2012.pdf
380,2011,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2011.pdf
381,2010,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2010.pdf
382,2009,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2009.pdf
383,2008,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2008.pdf
384,2007,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2007.pdf
385,2006,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2006.pdf
386,2005,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2005.pdf
387,2004,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2004.pdf
388,2003,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2003.pdf
389,2002,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2002.pdf
390,2001,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2001.pdf
391,2000,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--2000.pdf
392,1999,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1999.pdf
393,1998,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1998.pdf
394,1997,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1997.pdf
395,1996,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1996.pdf
396,1995,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1995.pdf
397,1994,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1994.pdf
398,1993,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1993.pdf
399,1992,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1992.pdf
400,1991,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1991.pdf
401,1990,f990-pf,https://www.irs.gov/pub/irs-prior/f990pf--1990.pdf
402,2022,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2022.pdf
403,2021,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2021.pdf
404,2020,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2020.pdf
405,2019,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2019.pdf
406,2018,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2018.pdf
407,2017,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2017.pdf
408,2016,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2016.pdf
409,2015,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2015.pdf
410,2014,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2014.pdf
411,2013,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2013.pdf
412,2012,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2012.pdf
413,2011,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2011.pdf
414,2010,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2010.pdf
415,2009,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2009.pdf
416,2008,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2008.pdf
417,2007,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2007.pdf
418,2006,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2006.pdf
419,2005,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2005.pdf
420,2004,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2004.pdf
421,2003,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2003.pdf
422,2002,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2002.pdf
423,2001,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2001.pdf
424,2000,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990ezb--2000.pdf
425,2022,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2022.pdf
426,2021,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2021.pdf
427,2020,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2020.pdf
428,2019,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2019.pdf
429,2018,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2018.pdf
430,2017,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2017.pdf
431,2016,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2016.pdf
432,2015,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2015.pdf
433,2014,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2014.pdf
434,2013,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2013.pdf
435,2012,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2012.pdf
436,2011,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2011.pdf
437,2010,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2010.pdf
438,2009,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2009.pdf
439,2008,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2008.pdf
440,2007,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2007.pdf
441,2006,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2006.pdf
442,2005,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2005.pdf
443,2004,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2004.pdf
444,2003,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2003.pdf
445,2002,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2002.pdf
446,2001,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2001.pdf
447,2000,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--2000.pdf
448,1999,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1999.pdf
449,1998,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1998.pdf
450,1997,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1997.pdf
451,1996,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1996.pdf
452,1995,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1995.pdf
453,1994,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1994.pdf
454,1993,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1993.pdf
455,1992,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1992.pdf
456,1991,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1991.pdf
457,1990,f990-ez,https://www.irs.gov/pub/irs-prior/f990ez--1990.pdf
458,2005,f990-c,https://www.irs.gov/pub/irs-prior/f990c--2005.pdf
459,2004,f990-c,https://www.irs.gov/pub/irs-prior/f990c--2004.pdf
460,2003,f990-c,https://www.irs.gov/pub/irs-prior/f990c--2003.pdf
461,2002,f990-c,https://www.irs.gov/pub/irs-prior/f990c--2002.pdf
462,2001,f990-c,https://www.irs.gov/pub/irs-prior/f990c--2001.pdf
463,2000,f990-c,https://www.irs.gov/pub/irs-prior/f990c--2000.pdf
464,1999,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1999.pdf
465,1998,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1998.pdf
466,1997,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1997.pdf
467,1996,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1996.pdf
468,1995,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1995.pdf
469,1994,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1994.pdf
470,1993,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1993.pdf
471,1992,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1992.pdf
472,1991,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1991.pdf
473,1990,f990-c,https://www.irs.gov/pub/irs-prior/f990c--1990.pdf
474,2013,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--2013.pdf
475,2011,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--2011.pdf
476,2008,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--2008.pdf
477,2005,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--2005.pdf
478,2002,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--2002.pdf
479,1999,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1999.pdf
480,1997,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1997.pdf
481,1994,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1994.pdf
482,1991,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1991.pdf
483,1988,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1988.pdf
484,1985,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1985.pdf
485,1982,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1982.pdf
486,1981,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1981.pdf
487,1979,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1979.pdf
488,1978,f990-bl,https://www.irs.gov/pub/irs-prior/f990bl--1978.pdf
489,1969,f990-a-sf,https://www.irs.gov/pub/irs-prior/f990asf--1969.pdf
490,1968,f990-a-sf,https://www.irs.gov/pub/irs-prior/f990asf--1968.pdf
491,1980,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1980.pdf
492,1979,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1979.pdf
493,1978,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1978.pdf
494,1977,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1977.pdf
495,1976,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1976.pdf
496,1975,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1975.pdf
497,1974,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1974.pdf
498,1973,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1973.pdf
499,1972,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1972.pdf
500,1971,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1971.pdf
501,1970,f990-ar,https://www.irs.gov/pub/irs-prior/f990ar--1970.pdf
502,2005,f990-schedule-b,https://www.irs.gov/pub/irs-prior/f990-ezb--2005.pdf
503,2022,f990,https://www.irs.gov/pub/irs-prior/f990--2022.pdf
504,2021,f990,https://www.irs.gov/pub/irs-prior/f990--2021.pdf
505,2020,f990,https://www.irs.gov/pub/irs-prior/f990--2020.pdf
506,2019,f990,https://www.irs.gov/pub/irs-prior/f990--2019.pdf
507,2018,f990,https://www.irs.gov/pub/irs-prior/f990--2018.pdf
508,2017,f990,https://www.irs.gov/pub/irs-prior/f990--2017.pdf
509,2016,f990,https://www.irs.gov/pub/irs-prior/f990--2016.pdf
510,2015,f990,https://www.irs.gov/pub/irs-prior/f990--2015.pdf
511,2014,f990,https://www.irs.gov/pub/irs-prior/f990--2014.pdf
512,2013,f990,https://www.irs.gov/pub/irs-prior/f990--2013.pdf
513,2012,f990,https://www.irs.gov/pub/irs-prior/f990--2012.pdf
514,2011,f990,https://www.irs.gov/pub/irs-prior/f990--2011.pdf
515,2010,f990,https://www.irs.gov/pub/irs-prior/f990--2010.pdf
516,2009,f990,https://www.irs.gov/pub/irs-prior/f990--2009.pdf
517,2008,f990,https://www.irs.gov/pub/irs-prior/f990--2008.pdf
518,2007,f990,https://www.irs.gov/pub/irs-prior/f990--2007.pdf
519,2006,f990,https://www.irs.gov/pub/irs-prior/f990--2006.pdf
520,2005,f990,https://www.irs.gov/pub/irs-prior/f990--2005.pdf
521,2004,f990,https://www.irs.gov/pub/irs-prior/f990--2004.pdf
522,2003,f990,https://www.irs.gov/pub/irs-prior/f990--2003.pdf
523,2002,f990,https://www.irs.gov/pub/irs-prior/f990--2002.pdf
524,2001,f990,https://www.irs.gov/pub/irs-prior/f990--2001.pdf
525,2000,f990,https://www.irs.gov/pub/irs-prior/f990--2000.pdf
526,1999,f990,https://www.irs.gov/pub/irs-prior/f990--1999.pdf
527,1998,f990,https://www.irs.gov/pub/irs-prior/f990--1998.pdf
528,1997,f990,https://www.irs.gov/pub/irs-prior/f990--1997.pdf
529,1996,f990,https://www.irs.gov/pub/irs-prior/f990--1996.pdf
530,1995,f990,https://www.irs.gov/pub/irs-prior/f990--1995.pdf
531,1994,f990,https://www.irs.gov/pub/irs-prior/f990--1994.pdf
532,1993,f990,https://www.irs.gov/pub/irs-prior/f990--1993.pdf
533,1992,f990,https://www.irs.gov/pub/irs-prior/f990--1992.pdf
534,1991,f990,https://www.irs.gov/pub/irs-prior/f990--1991.pdf
535,1990,f990,https://www.irs.gov/pub/irs-prior/f990--1990.pdf
