VARIABLE_NAME,DESCRIPTION,LOCATION,XPATH,VERSION,REQUIRED,NOTES,FLAG,Analyst
F9-EZ-03-TOTREV,Total revenue for the current fiscal year,F990-PC-PART-03-SECTION-A-LINE-09B,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalRev,2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,TRUE,This is the PC note,FALSE,Polk
F9-EZ-03-TOTREV,Total revenue for the current fiscal year,F990-PC-PART-03-SECTION-A-LINE-09B,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalExemptPurposeRevenues,2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,TRUE,NA,FALSE,Polk
F9-EZ-03-TOTREV,Total revenue for the current fiscal year,F990-EZ-PART-03-LINE-09B,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalRevenues,2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,Not sure if required,TRUE,Polk
F9-PC-12-SCHEDO,Schedule O contains a response to a question in Part XII,F990-PC-PART-12-LINE-00,/Return/ReturnData/IRS990/InfoInScheduleOPartXII,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE,Polk
F9-PC-12-SCHEDO,Schedule O contains a response to a question in Part XII,F990-PC-PART-12-LINE-00,/Return/ReturnData/IRS990/InfoInScheduleOPartXIIInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE,Polk
F9-PC-12-ACCTACCRU,Method of accounting - Accrual,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingAccrual,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTACCRU,Method of accounting - Accrual,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingAccrualInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTACCRU,Method of accounting - Accrual,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingAccrual,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTCASH,Method of accounting - Cash,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingCash,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTCASH,Method of accounting - Cash,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingCashInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTCASH,Method of accounting - Cash,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingCash,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTOTH,Method of accounting - Other,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingOther,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTOTH,Method of accounting - Other,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingOtherInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTOTH,Method of accounting - Other,F990-PC-PART-12-LINE-01,/Return/ReturnData/IRS990/MethodOfAccountingOther,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,Not sure if required,FALSE,Polk
F9-PC-12-ACCTCOMREV,Accountant provide compilation or review?,F990-PC-PART-12-LINE-02A,/Return/ReturnData/IRS990/AccountantCompileOrReview,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,TRUE,NA,FALSE,Polk
F9-PC-12-ACCTCOMREV,Accountant provide compilation or review?,F990-PC-PART-12-LINE-02A,/Return/ReturnData/IRS990/AccountantCompileOrReviewInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,TRUE,NA,FALSE,Polk
F9-PC-12-ACCTCOMREV,Accountant provide compilation or review?,F990-PC-PART-12-LINE-02A,/Return/ReturnData/IRS990/AccountantCompileOrReview,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,TRUE,NA,FALSE,Polk
F9-PC-12-AUDIT,Financial sheets audited?,F990-PC-PART-12-LINE-02B,/Return/ReturnData/IRS990/FSAudited,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,TRUE,NA,FALSE,Polk
F9-PC-12-AUDIT,Financial sheets audited?,F990-PC-PART-12-LINE-02B,/Return/ReturnData/IRS990/FSAuditedInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,TRUE,NA,FALSE,Polk
F9-PC-12-AUDIT,Financial sheets audited?,F990-PC-PART-12-LINE-02B,/Return/ReturnData/IRS990/FSAudited,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,TRUE,NA,FALSE,Polk
F9-PC-12-AUDITCOMIT,Does the organization have an audit committee?,F990-PC-PART-12-LINE-02C,/Return/ReturnData/IRS990/AuditCommittee,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE,Polk
F9-PC-12-AUDITCOMIT,Does the organization have an audit committee?,F990-PC-PART-12-LINE-02C,/Return/ReturnData/IRS990/AuditCommitteeInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE,Polk
F9-PC-12-AUDITCOMIT,Does the organization have an audit committee?,F990-PC-PART-12-LINE-02C,/Return/ReturnData/IRS990/AuditCommittee,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,NA,FALSE,Polk
F9-PC-12-FINSTATBOTH,Financial statement issued on consolidated and separate basis,F990-PC-PART-12-LINE-02D,/Return/ReturnData/IRS990/FinancialStatementBoth,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,this field disappeared in 2012,TRUE,Polk
F9-PC-12-FINSTATBOTH,Financial statement issued on consolidated and separate basis,F990-PC-PART-12-LINE-02D,/Return/ReturnData/IRS990/FinancialStatementBoth,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,this field disappeared in 2012,TRUE,Polk
F9-PC-12-FINSTATBOTH,Financial statement issued on consolidated and separate basis,F990-PC-PART-12-LINE-02AB,/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/ConsolAndSepBasisFinclStmtInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,line 2ab means something different now,TRUE,Polk
F9-PC-12-FINSTATBOTH,Financial statement issued on consolidated and separate basis,F990-PC-PART-12-LINE-02AB,/Return/ReturnData/IRS990/FSAuditedBasisGrp/ConsolAndSepBasisFinclStmtInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,line 2ab means something different now,TRUE,Polk
F9-PC-12-FINSTATCONSOL,Financial statement issued on consolidated basis,F990-PC-PART-12-LINE-02D,/Return/ReturnData/IRS990/FinancialStatementConsolidated,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,this field disappeared in 2012,TRUE,Polk
F9-PC-12-FINSTATCONSOL,Financial statement issued on consolidated basis,F990-PC-PART-12-LINE-02D,/Return/ReturnData/IRS990/FinancialStatementConsolidated,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,this field disappeared in 2012,TRUE,Polk
F9-PC-12-FINSTATCONSOL,Financial statement issued on consolidated basis,F990-PC-PART-12-LINE-2AB,/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/ConsolidatedBasisFinclStmtInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,line 2ab means something different now,TRUE,Polk
F9-PC-12-FINSTATCONSOL,Financial statement issued on consolidated basis,F990-PC-PART-12-LINE-2AB,/Return/ReturnData/IRS990/FSAuditedBasisGrp/ConsolidatedBasisFinclStmtInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,line 2ab means something different now,TRUE,Polk
F9-PC-12-FINSTATSEPRT,Financial statement issued on separate basis,F990-PC-PART-12-LINE-02D,/Return/ReturnData/IRS990/FinancialStatementSeparate,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,FALSE,this field disappeared in 2012,TRUE,Polk
F9-PC-12-FINSTATSEPRT,Financial statement issued on separate basis,F990-PC-PART-12-LINE-02D,/Return/ReturnData/IRS990/FinancialStatementSeparate,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,this field disappeared in 2012,TRUE,Polk
F9-PC-12-FINSTATSEPRT,Financial statement issued on separate basis,F990-PC-PART-12-LINE-02AB,/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/SeparateBasisFinclStmtInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,line 2ab means something different now,TRUE,Polk
F9-PC-12-FINSTATSEPRT,Financial statement issued on separate basis,F990-PC-PART-12-LINE-02AB,/Return/ReturnData/IRS990/FSAuditedBasisGrp/SeparateBasisFinclStmtInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,line 2ab means something different now,TRUE,Polk
F9-PC-12-FEDREQ,Federal grant audit required?,F990-PC-PART-12-LINE-03A,/Return/ReturnData/IRS990/FederalGrantAuditRequired,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE,Polk
F9-PC-12-FEDREQ,Federal grant audit required?,F990-PC-PART-12-LINE-03A,/Return/ReturnData/IRS990/FederalGrantAuditRequiredInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE,Polk
F9-PC-12-FEDPERF,Federal grant audit performed?,F990-PC-PART-12-LINE-03B,/Return/ReturnData/IRS990/FederalGrantAuditPerformed,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE,Polk
F9-PC-12-FEDPERF,Federal grant audit performed?,F990-PC-PART-12-LINE-03B,/Return/ReturnData/IRS990/FederalGrantAuditPerformedInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE,Polk
F9-EZ-03-TOTREV,Total revenue for the current fiscal year,F990-PC-PART-03-SECTION-A-LINE-09B,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalRev,2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,TRUE,This is the PC note,FALSE,Thompson & Schuman
F9-EZ-03-TOTREV,Total revenue for the current fiscal year,F990-PC-PART-03-SECTION-A-LINE-09B,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalExemptPurposeRevenues,2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,TRUE,NA,FALSE,Thompson & Schuman
F9-EZ-03-TOTREV,Total revenue for the current fiscal year,F990-EZ-PART-03-LINE-09B,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalRevenues,2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,Not sure if required,TRUE,Thompson & Schuman
F9-PZ-01-ORGMISS,Organization mission or most signif activities,F990-PC-PART--01-LINE-1,/Return/ReturnData/IRS990/ActivityOrMissionDesc,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-ORGMISS,Organization mission or most signif activities,F990-PC-PART--01-LINE-1,/Return/ReturnData/IRS990/ActivityOrMissionDescription,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-02-DISCONDISPO,Discontinued ops or disposed 25pct assets,F990-EZ-PART-05-LINE-36,/Return/ReturnData/IRS990EZ/OrganizationDissolvedEtc,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-02-DISCONDISPO,Discontinued ops or disposed 25pct assets,F990-EZ-PART-05-LINE-37,/Return/ReturnData/IRS990EZ/OrganizationDissolvedEtcInd,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-MEMSGOV,Number of voting members of gov body,F990-PC-PART-01-LINE-03,/Return/ReturnData/IRS990/NbrVotingMembersGoverningBody,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-VMEMSGOV,Number of voting members of gov body,F990-PC-PART-01-LINE-03,/Return/ReturnData/IRS990/VotingMembersGoverningBodyCnt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-INDVMEMSGOV,Number of indep voting members of gov body,F990-PC-PART-01-LINE-04,/Return/ReturnData/IRS990/NbrIndependentVotingMembers,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-INDVMEMSGOV,Number of indep voting members of gov body,F990-PC-PART-01-LINE-04,/Return/ReturnData/IRS990/VotingMembersIndependentCnt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTINDIVSEMP,Tot Individuals Employed,F990-PC-PART-01-LINE-05,/Return/ReturnData/IRS990/TotalEmployeeCnt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTINDIVSEMP,Tot Individuals Employed,F990-PC-PART-01-LINE-05,/Return/ReturnData/IRS990/TotalNbrEmployees,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTINDIVSEMP,Tot Volunteers,F990-PC-PART-01-LINE-05,/Return/ReturnData/IRS990/TotalNbrVolunteers,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTINDIVSEMP,Tot Volunteers,F990-PC-PART-01-LINE-05,/Return/ReturnData/IRS990/TotalVolunteersCnt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTUBIGR,Tot unrelated business revenue - gross,F990-PC-PART-01-LINE-07A,/Return/ReturnData/IRS990/TotalGrossUBI,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTUBIGR,Tot unrelated business revenue - gross,F990-PC-PART-01-LINE-07A,/Return/ReturnData/IRS990/TotalGrossUBIAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTUBINET,Tot unrelated business revenue - net,F990-PC-PART-01-LINE-07B,/Return/ReturnData/IRS990/NetUnrelatedBusinessTxblIncome,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-TOTUBINET,Tot unrelated business revenue - net,F990-PC-PART-01-LINE-07B,/Return/ReturnData/IRS990/NetUnrelatedBusTxblIncmAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-CONTRGNTCY,Contributions and grants - current year,F990-PC-PART-01-LINE-08-CY,/Return/ReturnData/IRS990/ContributionsGrantsCurrentYear,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-CONTRGNTPY,Contributions and grants - prior year,F990-PC-PART-01-LINE-08-PY,/Return/ReturnData/IRS990/ContributionsGrantsPriorYear,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-CONTRGNTCY,Contributions and grants - current year,F990-PC-PART-01-LINE-08-CY,/Return/ReturnData/IRS990/CYContributionsGrantsAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-CONTRGNTPY,Contributions and grants - prior year,F990-PC-PART-01-LINE-08-PY,/Return/ReturnData/IRS990/PYContributionsGrantsAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-PROGSERREVCY,Program service revenue - current year,F990-PC-PART-01-LINE-09-CY,/Return/ReturnData/IRS990/CYProgramServiceRevenueAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-PROGSERREVCY,Program service revenue - current year,F990-PC-PART-01-LINE-09-CY,/Return/ReturnData/IRS990/ProgramServiceRevenueCY,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-PROGSERREVPY,Program service revenue - prior year,F990-PC-PART-01-LINE-09-PY,/Return/ReturnData/IRS990/ProgramServiceRevenuePriorYear,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-PROGSERREVPY,Program service revenue - prior year,F990-PC-PART-01-LINE-09-PY,/Return/ReturnData/IRS990/PYProgramServiceRevenueAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-INVESTMTINCCY,Investment income - current year,F990-PC-PART-01-LINE-10-CY,/Return/ReturnData/IRS990/CYInvestmentIncomeAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-INVESTMTINCCY,Investment income - current year,F990-PC-PART-01-LINE-10-CY,/Return/ReturnData/IRS990/InvestmentIncomeCurrentYear,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-INVESTMTINCPY,Investment income - prior year,F990-PC-PART-01-LINE-10-PY,/Return/ReturnData/IRS990/InvestmentIncomePriorYear,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PC-01-INVESTMTINCPY,Investment income - prior year,F990-PC-PART-01-LINE-10-PY,/Return/ReturnData/IRS990/PYInvestmentIncomeAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-OTHREVCY,Other revenue - current year,F990-PC-PART-01-LINE-11,/Return/ReturnData/IRS990/CYOtherRevenueAmt,NA,FALSE,NA,FALSE,Thompson & Schuman
F9-PZ-01-OTHREV,Other revenue,F990-PC-PART-01-LINE-11,/Return/ReturnData/IRS990/OtherRevenue,NA,FALSE,NA,FALSE,Thompson & Schuman
